annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;;;;;;;;;
2016068;LUNDI   ;06/06/2016;06/08/2016;23;32;48;47;25;5;23-25-32-47-48+5;0;0;0;0;218;2491,6;11347;14,1;187094;6,1;372669;2;1521030;eur;;;;;;;;;
2016067;SAMEDI  ;04/06/2016;04/08/2016;39;2;16;19;25;1;2-16-19-25-39+1;0;0;1;306033;695;947,6;29687;9,6;404693;5;455510;2;3322115;eur;;;;;;;;;
2016066;MERCREDI;01/06/2016;01/08/2016;27;35;26;44;22;10;22-26-27-35-44+10;0;0;2;109517,1;366;1287,9;17837;11,4;261104;5,5;299810;2;3655386;eur;;;;;;;;;
2016065;LUNDI   ;30/05/2016;30/07/2016;6;38;7;13;40;3;6-7-13-38-40+3;0;0;1;161523,9;272;1278;15311;9,8;226737;4,7;298142;2;8487620;eur;;;;;;;;;
2016064;SAMEDI  ;28/05/2016;28/07/2016;19;3;1;14;13;6;1-3-13-14-19+6;1;3000000;3;99958,9;1169;552;43090;6,4;509253;3,9;590408;2;5539369;eur;;;;;;;;;
2016063;MERCREDI;25/05/2016;25/07/2016;20;12;36;21;4;3;4-12-20-21-36+3;0;0;0;0;478;1407;22077;9;301050;4,7;403898;2;9410264;eur;;;;;;;;;
2016062;LUNDI   ;23/05/2016;23/07/2016;41;48;22;26;7;2;7-22-26-41-48+2;1;4000000;2;84864;373;979,3;15850;9,9;225144;5;264818;2;3324603;eur;;;;;;;;;
2016061;SAMEDI  ;21/05/2016;21/07/2016;41;26;23;12;48;4;12-23-26-41-48+4;0;0;3;101747,1;560;1173;26819;10,6;392431;5,1;547028;2;6900013;eur;;;;;;;;;
2016060;MERCREDI;18/05/2016;18/07/2016;22;1;40;38;49;9;1-22-38-40-49+9;0;0;1;225847,1;440;1104,6;19990;10,5;265110;5,6;386556;2;6789582;eur;;;;;;;;;
2016059;LUNDI   ;16/05/2016;16/07/2016;36;38;31;6;16;1;6-16-31-36-38+1;1;3000000;0;0;192;2485,4;11050;12,7;164806;6,1;223764;2;7287389;eur;;;;;;;;;
2016058;SAMEDI  ;14/05/2016;14/07/2016;42;28;30;1;27;5;1-27-28-30-42+5;0;0;1;302423,9;449;1449,5;24176;11,6;388491;5,1;652090;2;7950211;eur;;;;;;;;;
2016057;MERCREDI;11/05/2016;11/07/2016;31;44;29;19;15;10;15-19-29-31-44+10;0;0;0;0;447;1625,4;20723;10,3;295907;5,1;318596;2;5705845;eur;;;;;;;;;
2016056;LUNDI   ;09/05/2016;09/07/2016;24;29;4;11;14;1;4-11-14-24-29+1;0;0;6;29925,2;749;515,9;25662;6,5;282649;4,2;276089;2;7700861;eur;;;;;;;;;
2016055;SAMEDI  ;07/05/2016;07/07/2016;35;33;42;20;14;4;14-20-33-35-42+4;0;0;2;150028,7;529;1220,7;22198;12,6;328809;6;537431;2;1777190;eur;;;;;;;;;
2016054;MERCREDI;04/05/2016;04/07/2016;15;7;42;8;24;9;7-8-15-24-42+9;0;0;1;230293,4;596;831,5;25734;8,3;341007;4,5;393397;2;771787;eur;;;;;;;;;
2016053;LUNDI   ;02/05/2016;02/07/2016;47;36;43;48;26;6;26-36-43-47-48+6;0;0;1;170103,1;222;1649;10112;15,6;163849;6,9;328562;2;278166;eur;;;;;;;;;
2016052;SAMEDI  ;30/04/2016;30/06/2016;49;29;2;30;36;7;2-29-30-36-49+7;0;0;4;75203,1;423;1530,4;21116;13,2;344046;5,8;859163;2;877961;eur;;;;;;;;;
2016051;MERCREDI;27/04/2016;27/06/2016;9;36;25;45;44;10;9-25-36-44-45+10;0;0;2;106364,2;340;1346,5;16509;12;246737;5,7;295253;2;5572589;eur;;;;;;;;;
2016050;LUNDI   ;25/04/2016;25/06/2016;39;19;13;18;22;6;13-18-19-22-39+6;1;4000000;0;0;337;1580,6;17546;8,9;248403;4,5;324634;2;2795481;eur;;;;;;;;;
2016049;SAMEDI  ;23/04/2016;23/06/2016;26;15;22;2;17;7;2-15-17-22-26+7;0;0;4;74590,5;921;697,2;34957;7,9;437920;4,5;848685;2;4159810;eur;;;;;;;;;
2016048;MERCREDI;20/04/2016;20/06/2016;12;15;36;41;13;9;12-13-15-36-41+9;0;0;2;107303,2;329;1403,8;16697;11,9;280018;5,1;361107;2;1199911;eur;;;;;;;;;
2016047;LUNDI   ;18/04/2016;18/06/2016;47;29;24;38;26;7;24-26-29-38-47+7;1;2000000;0;0;237;2208,4;12484;12,4;190665;5,8;495684;2;5934835;eur;;;;;;;;;
2016046;SAMEDI  ;16/04/2016;16/06/2016;33;25;36;39;40;9;25-33-36-39-40+9;1;10000000;0;0;444;2371,4;21385;14,5;330576;6,7;576707;2;746665;eur;;;;;;;;;
2016045;MERCREDI;13/04/2016;13/06/2016;31;49;34;2;4;4;2-4-31-34-49+4;0;0;1;242676;281;1858,6;16898;13,3;289106;5,5;454551;2;7344488;eur;;;;;;;;;
2016044;LUNDI   ;11/04/2016;11/06/2016;34;29;4;26;25;2;4-25-26-29-34+2;0;0;0;0;338;1744,5;15213;11,4;234977;5,3;291040;2;1150810;eur;;;;;;;;;
2016043;SAMEDI  ;09/04/2016;09/06/2016;42;49;39;14;16;6;14-16-39-42-49+6;0;0;1;324202,9;452;1543,6;21816;13,8;363190;5,9;633056;2;4074751;eur;;;;;;;;;
2016042;MERCREDI;06/04/2016;06/06/2016;21;19;28;24;44;5;19-21-24-28-44+5;0;0;0;0;517;1421,2;23250;9,3;323364;4,8;500859;2;3917420;eur;;;;;;;;;
2016041;LUNDI   ;04/04/2016;04/06/2016;36;7;48;11;8;3;7-8-11-36-48+3;0;0;1;178093,7;321;1194;17267;9,6;253811;4,6;347396;2;9377728;eur;;;;;;;;;
2016040;SAMEDI  ;02/04/2016;02/06/2016;29;34;18;22;19;1;18-19-22-29-34+1;0;0;4;78552,2;531;1273,5;26984;10,8;410841;5;469361;2;9197141;eur;;;;;;;;;
2016039;MERCREDI;30/03/2016;30/05/2016;43;20;46;35;23;6;20-23-35-43-46+6;0;0;1;221497,3;291;1638,1;14035;14,7;225915;6,5;426493;2;1023425;eur;;;;;;;;;
2016038;LUNDI   ;28/03/2016;28/05/2016;26;2;28;4;15;2;2-4-15-26-28+2;0;0;1;140321,3;405;745,6;16653;7,8;207336;4,5;212807;2;7530880;eur;;;;;;;;;
2016037;SAMEDI  ;26/03/2016;26/05/2016;14;3;20;17;1;1;1-3-14-17-20+1;1;10000000;5;76341,6;1331;617,2;46559;7,6;579654;4,3;574141;2;3545651;eur;;;;;;;;;
2016036;MERCREDI;23/03/2016;23/05/2016;14;19;17;8;5;9;5-8-14-17-19+9;0;0;6;36885,8;960;496,1;33371;6,1;376171;3,9;382137;2;3682778;eur;;;;;;;;;
2016035;LUNDI   ;21/03/2016;21/05/2016;3;34;42;37;10;2;3-10-34-37-42+2;0;0;1;169420,4;332;1098,2;12754;12,3;196356;5,7;259267;2;7393820;eur;;;;;;;;;
2016034;SAMEDI  ;19/03/2016;19/05/2016;49;13;4;36;18;5;4-13-18-36-49+5;0;0;0;0;734;1294,5;29506;9,5;407327;4,9;639289;2;6859102;eur;;;;;;;;;
2016033;MERCREDI;16/03/2016;16/05/2016;43;18;11;7;9;10;7-9-11-18-43+10;1;9000000;6;40431;808;646,1;33959;6,6;404795;3,9;340647;2;2814451;eur;;;;;;;;;
2016032;LUNDI   ;14/03/2016;14/05/2016;19;39;27;14;36;8;14-19-27-36-39+8;0;0;1;188760,5;353;1150,8;15743;11,1;231876;5,4;338819;2;5234227;eur;;;;;;;;;
2016031;SAMEDI  ;12/03/2016;12/05/2016;27;17;9;25;46;6;9-17-25-27-46+6;0;0;1;331201,3;736;968,4;34865;8,8;470141;4,6;647331;2;6837735;eur;;;;;;;;;
2016030;MERCREDI;09/03/2016;09/05/2016;40;22;20;19;41;2;19-20-22-40-41+2;0;0;2;118727,8;403;1268,1;17945;12,3;298026;5,3;363945;2;2164235;eur;;;;;;;;;
2016029;LUNDI   ;07/03/2016;07/05/2016;11;6;49;41;12;1;6-11-12-41-49+1;0;0;1;183781,7;396;998,8;19195;8,9;275847;4,4;274253;2;7338120;eur;;;;;;;;;
2016028;SAMEDI  ;05/03/2016;05/05/2016;34;5;14;49;23;6;5-14-23-34-49+6;0;0;2;162961,1;676;1037,6;29684;10,2;424688;5,1;633867;2;5458743;eur;;;;;;;;;
2016027;MERCREDI;02/03/2016;02/05/2016;40;48;44;20;34;2;20-34-40-44-48+2;0;0;1;230549,8;345;1438,2;15700;13,6;225481;6,8;370438;2;300532;eur;;;;;;;;;
2016026;LUNDI   ;29/02/2016;30/04/2016;13;3;1;24;45;1;1-3-13-24-45+1;0;0;5;34739,6;545;685,9;21638;7,4;265382;4,3;263207;2;7867364;eur;;;;;;;;;
2016025;SAMEDI  ;27/02/2016;28/04/2016;11;47;13;10;28;6;10-11-13-28-47+6;1;7000000;4;83281,8;802;893,9;38708;8;518714;4,2;645887;2;3316205;eur;;;;;;;;;
2016024;MERCREDI;24/02/2016;25/04/2016;20;18;44;1;49;7;1-18-20-44-49+7;0;0;0;0;491;1516,4;20818;10,5;304152;5,1;711572;2;9341473;eur;;;;;;;;;
2016023;LUNDI   ;22/02/2016;23/04/2016;23;2;5;48;26;5;2-5-23-26-48+5;0;0;1;183113;437;901,8;17891;9,5;250151;4,8;393348;2;404319;eur;;;;;;;;;
2016022;SAMEDI  ;20/02/2016;21/04/2016;9;33;34;41;20;8;9-20-33-34-41+8;0;0;2;163524;523;1345,8;24458;12,4;378541;5,7;595467;2;7908031;eur;;;;;;;;;
2016021;MERCREDI;17/02/2016;18/04/2016;29;17;40;34;2;10;2-17-29-34-40+10;0;0;2;116715,1;421;1193,3;17917;12,1;267105;5,8;320302;2;901794;eur;;;;;;;;;
2016020;LUNDI   ;15/02/2016;16/04/2016;37;21;38;4;10;5;4-10-21-37-38+5;0;0;1;179565,2;312;1238,6;14779;11,3;222601;5,3;398018;2;255090;eur;;;;;;;;;
2016019;SAMEDI  ;13/02/2016;14/04/2016;38;30;27;41;10;4;10-27-30-38-41+4;1;10000000;5;102048,8;971;1130,9;43256;11;634259;5,3;910674;2;1678529;eur;;;;;;;;;
2016018;MERCREDI;10/02/2016;11/04/2016;44;46;1;27;48;10;1-27-44-46-48+10;0;0;3;80034,7;285;1813,1;16519;13,5;258725;6,1;338890;2;5758628;eur;;;;;;;;;
2016017;LUNDI   ;08/02/2016;09/04/2016;30;1;28;39;11;6;1-11-28-30-39+6;0;0;0;0;345;1662,4;17037;9,9;244222;4,9;348441;2;3908634;eur;;;;;;;;;
2016016;SAMEDI  ;06/02/2016;07/04/2016;44;25;2;41;28;9;2-25-28-41-44+9;0;0;1;324027,6;520;1341;24482;12,3;379330;5,6;551760;2;3328398;eur;;;;;;;;;
2016015;MERCREDI;03/02/2016;04/04/2016;5;44;24;28;25;3;5-24-25-28-44+3;1;17000000;3;96339;565;1100,9;28453;9,4;400389;4,8;538287;2;9178211;eur;;;;;;;;;
2016014;LUNDI   ;01/02/2016;02/04/2016;18;36;13;40;48;4;13-18-36-40-48+4;0;0;2;111972,6;348;1384,9;18152;11,5;262203;5,6;402674;2;7467773;eur;;;;;;;;;
2016013;SAMEDI  ;30/01/2016;31/03/2016;1;3;31;11;49;1;1-3-11-31-49+1;0;0;4;92209,3;1117;710,6;45042;7,6;545330;4,5;570188;2;201435;eur;;;;;;;;;
2016012;MERCREDI;27/01/2016;28/03/2016;31;44;48;37;32;9;31-32-37-44-48+9;0;0;1;271000,8;366;1593,5;17371;14,5;268612;6,7;461743;2;9964541;eur;;;;;;;;;
2016011;LUNDI   ;25/01/2016;26/03/2016;12;4;38;10;41;3;4-10-12-38-41+3;0;0;0;0;387;1699;19962;9,7;284842;4,8;380597;2;8684223;eur;;;;;;;;;
2016010;SAMEDI  ;23/01/2016;24/03/2016;42;3;15;41;33;3;3-15-33-41-42+3;0;0;2;174120;513;1460,9;25398;12,7;396038;5,8;643965;2;2987505;eur;;;;;;;;;
2016009;MERCREDI;20/01/2016;21/03/2016;34;21;9;42;31;8;9-21-31-34-42+8;0;0;2;127938,8;532;1035,1;21664;11;307957;5,5;475526;2;497387;eur;;;;;;;;;
2016008;LUNDI   ;18/01/2016;19/03/2016;2;5;3;10;1;4;1-2-3-5-10+4;0;0;17;11710,5;2278;188;31079;5,9;317655;4,1;358145;2;1179797;eur;;;;;;;;;
2016007;SAMEDI  ;16/01/2016;17/03/2016;17;45;26;27;13;6;13-17-26-27-45+6;0;0;3;113287,8;844;866,6;36993;8,5;501351;4,5;656315;2;4599019;eur;;;;;;;;;
2016006;MERCREDI;13/01/2016;14/03/2016;30;11;35;33;3;2;3-11-30-33-35+2;0;0;1;255678,1;502;1096,1;22063;10,8;326356;5,2;397593;2;5616449;eur;;;;;;;;;
2016005;LUNDI   ;11/01/2016;12/03/2016;41;29;19;43;14;9;14-19-29-41-43+9;0;0;1;193280,3;353;1178,3;16123;11,1;236807;5,4;341013;2;8158779;eur;;;;;;;;;
2016004;SAMEDI  ;09/01/2016;10/03/2016;22;39;4;49;45;6;4-22-39-45-49+6;0;0;4;82426,2;500;1419,1;25776;11,9;395684;5,5;651409;2;3938324;eur;;;;;;;;;
2016003;MERCREDI;06/01/2016;07/03/2016;49;22;14;5;2;4;2-5-14-22-49+4;0;0;3;81121,1;741;706,8;28445;7,9;359948;4,5;452167;2;8660711;eur;;;;;;;;;
2016002;LUNDI   ;04/01/2016;05/03/2016;34;43;23;15;40;3;15-23-34-40-43+3;0;0;0;0;236;2438,5;13088;13;197584;6,1;336227;2;4441276;eur;;;;;;;;;
2016001;SAMEDI  ;02/01/2016;03/03/2016;19;44;37;46;10;10;10-19-37-44-46+10;0;0;0;0;590;1669,8;25060;11,6;373169;5,5;442673;2;2195761;eur;;;;;;;;;
2015156;MERCREDI;30/12/2015;29/02/2016;16;2;34;25;1;5;1-2-16-25-34+5;0;0;1;256116,2;404;1364,3;21261;11,2;318876;5,3;573587;2;839965;eur;;;;;;;;;
2015155;LUNDI   ;28/12/2015;27/02/2016;10;12;7;20;45;7;7-10-12-20-45+7;1;12000000;3;70453;846;537,6;30408;6,4;348199;4;584788;2;6888634;eur;;;;;;;;;
2015154;SAMEDI  ;26/12/2015;25/02/2016;15;21;20;38;43;1;15-20-21-38-43+1;0;0;3;112900,2;453;1609,1;24779;12,7;398280;5,6;509145;2;1662714;eur;;;;;;;;;
2015153;MERCREDI;23/12/2015;22/02/2016;13;17;28;46;42;2;13-17-28-42-46+2;0;0;5;75897,3;727;1123,4;34160;10,3;488756;5,1;607331;2;5164422;eur;;;;;;;;;
2015152;LUNDI   ;21/12/2015;20/02/2016;11;19;33;41;7;3;7-11-19-33-41+3;3;4666667;8;26794,4;687;671,5;25883;7,7;324202;4,4;395088;2;1196379;eur;;;;;;;;;
2015151;SAMEDI  ;19/12/2015;18/02/2016;4;25;42;39;38;7;4-25-38-39-42+7;0;0;1;353760,2;516;1475,4;26445;12,4;396178;5,9;982083;2;4891662;eur;;;;;;;;;
2015150;MERCREDI;16/12/2015;15/02/2016;46;41;24;35;22;10;22-24-35-41-46+10;0;0;5;51349,5;357;1547,8;17684;13,5;278771;6,1;356473;2;9016056;eur;;;;;;;;;
2015149;LUNDI   ;14/12/2015;13/02/2016;31;49;7;20;11;7;7-11-20-31-49+7;0;0;2;101341,6;624;699;24580;7,6;315222;4,2;558177;2;2967537;eur;;;;;;;;;
2015148;SAMEDI  ;12/12/2015;11/02/2016;13;40;2;34;15;8;2-13-15-34-40+8;0;0;1;394602,1;637;1333,2;30927;11,9;484570;5,4;732023;2;9170915;eur;;;;;;;;;
2015147;MERCREDI;09/12/2015;08/02/2016;6;34;12;49;10;7;6-10-12-34-49+7;0;0;0;0;559;1348,3;26267;8,4;351347;4,5;685619;2;4461165;eur;;;;;;;;;
2015146;LUNDI   ;07/12/2015;06/02/2016;22;28;42;37;14;10;14-22-28-37-42+10;0;0;6;30829,4;512;777,5;17007;10,1;228050;5,4;252336;2;5229006;eur;;;;;;;;;
2015145;SAMEDI  ;05/12/2015;04/02/2016;9;26;47;20;27;7;9-20-26-27-47+7;0;0;3;107235,1;667;1038;30882;9,7;450371;4,7;901275;2;8267605;eur;;;;;;;;;
2015144;MERCREDI;02/12/2015;01/02/2016;39;9;3;45;10;7;3-9-10-39-45+7;0;0;3;76099,5;494;994,6;22465;9,4;319648;4,7;667267;2;1608281;eur;;;;;;;;;
2015143;LUNDI   ;30/11/2015;30/01/2016;27;19;5;35;40;9;5-19-27-35-40+9;0;0;1;170319;373;982,7;15493;10,2;220535;5,1;285378;2;1841281;eur;;;;;;;;;
2015142;SAMEDI  ;28/11/2015;28/01/2016;30;19;37;12;46;9;12-19-30-37-46+9;0;0;5;60469,8;727;895;26035;10,8;386404;5,2;525629;2;3150794;eur;;;;;;;;;
2015141;MERCREDI;25/11/2015;25/01/2016;24;18;22;41;7;3;7-18-22-24-41+3;0;0;3;70550,5;537;848,2;22714;8,6;312546;4,5;394439;2;2412652;eur;;;;;;;;;
2015140;LUNDI   ;23/11/2015;23/01/2016;47;12;14;37;20;6;12-14-20-37-47+6;1;2000000;1;162110,6;250;1395,5;13575;11,1;206941;5,2;306210;2;6866403;eur;;;;;;;;;
2015139;SAMEDI  ;21/11/2015;21/01/2016;43;24;12;18;16;10;12-16-18-24-43+10;1;17000000;3;115636,5;908;822,2;37562;8,6;480756;4,8;494432;2;5053179;eur;;;;;;;;;
2015138;MERCREDI;18/11/2015;18/01/2016;25;23;5;1;47;1;1-5-23-25-47+1;0;0;5;51248,5;555;993,6;25570;9,3;361854;4,7;380323;2;960444;eur;;;;;;;;;
2015137;LUNDI   ;16/11/2015;16/01/2016;28;47;40;12;42;1;12-28-40-42-47+1;0;0;1;205955,3;401;1105,3;17042;11,2;247528;5,5;311385;2;621196;eur;;;;;;;;;
2015136;SAMEDI  ;14/11/2015;14/01/2016;34;29;47;10;37;10;10-29-34-37-47+10;0;0;0;0;487;2110,3;22547;13,4;354830;6,1;452245;2;5311796;eur;;;;;;;;;
2015135;MERCREDI;11/11/2015;11/01/2016;17;1;6;13;15;2;1-6-13-15-17+2;0;0;6;35789,3;892;518,1;31267;6,4;359235;3,9;326748;2;9195279;eur;;;;;;;;;
2015134;LUNDI   ;09/11/2015;09/01/2016;25;32;8;37;39;10;8-25-32-37-39+10;0;0;0;0;271;2145,4;13028;13,2;199117;6,1;251108;2;952163;eur;;;;;;;;;
2015133;SAMEDI  ;07/11/2015;07/01/2016;7;32;4;23;28;1;4-7-23-28-32+1;0;0;2;160137,7;909;758,2;35780;8,3;467355;4,5;483518;2;5690863;eur;;;;;;;;;
2015132;MERCREDI;04/11/2015;04/01/2016;32;11;8;21;15;6;8-11-15-21-32+6;0;0;2;113026,4;609;798,8;25676;8,2;330670;4,5;433033;2;4655929;eur;;;;;;;;;
2015131;LUNDI   ;02/11/2015;02/01/2016;21;32;8;48;7;4;7-8-21-32-48+4;0;0;2;86102,9;304;1219,1;15278;10,5;229515;5;315846;2;335251;eur;;;;;;;;;
2015130;SAMEDI  ;31/10/2015;31/12/2015;33;36;48;43;34;10;33-34-36-43-48+10;0;0;2;149235,5;387;1659,8;17735;15,6;276919;7,1;432551;2;9140760;eur;;;;;;;;;
2015129;MERCREDI;28/10/2015;28/12/2015;49;2;17;30;5;2;2-5-17-30-49+2;0;0;1;212815,5;570;803,5;23314;8,5;306445;4,6;320168;2;3176784;eur;;;;;;;;;
2015128;LUNDI   ;26/10/2015;26/12/2015;17;19;23;4;49;3;4-17-19-23-49+3;0;0;2;79333;510;669,5;19402;7,6;241785;4,3;298421;2;8025093;eur;;;;;;;;;
2015127;SAMEDI  ;24/10/2015;24/12/2015;7;12;39;29;11;2;7-11-12-29-39+2;1;7000000;1;306295,9;863;763,8;39231;7,2;492350;4,1;470076;2;1113435;eur;;;;;;;;;
2015126;MERCREDI;21/10/2015;21/12/2015;25;35;22;26;31;6;22-25-26-31-35+6;0;0;1;222595,7;354;1353,2;16691;12,4;267999;5,5;425169;2;3851929;eur;;;;;;;;;
2015125;LUNDI   ;19/10/2015;19/12/2015;36;33;31;48;47;7;31-33-36-47-48+7;0;0;2;85256,1;202;1816,6;9811;16,2;160751;7;484479;2;8740307;eur;;;;;;;;;
2015124;SAMEDI  ;17/10/2015;17/12/2015;22;33;14;46;9;8;9-14-22-33-46+8;0;0;1;300514,3;832;777,3;31524;8,8;405529;4,9;544679;2;3122195;eur;;;;;;;;;
2015123;MERCREDI;14/10/2015;14/12/2015;38;20;33;6;35;2;6-20-33-35-38+2;0;0;1;218862,1;299;1575,3;14248;14,3;233102;6,2;338451;2;8836668;eur;;;;;;;;;
2015122;LUNDI   ;12/10/2015;12/12/2015;1;16;49;3;4;4;1-3-4-16-49+4;0;0;1;164643,7;421;841,6;18844;8,1;234475;4,6;300288;2;7445029;eur;;;;;;;;;
2015121;SAMEDI  ;10/10/2015;10/12/2015;41;23;15;30;45;7;15-23-30-41-45+7;1;4000000;3;102544,7;565;1171,8;25495;11,2;372761;5,4;869707;2;9930992;eur;;;;;;;;;
2015120;MERCREDI;07/10/2015;07/12/2015;29;27;2;14;28;9;2-14-27-28-29+9;0;0;2;111593,9;568;845,6;23166;8,9;309981;4,7;383726;2;4946502;eur;;;;;;;;;
2015119;LUNDI   ;05/10/2015;05/12/2015;27;28;13;31;42;6;13-27-28-31-42+6;0;0;1;165996,5;345;1035,5;16535;9,3;227969;4,8;321213;2;1078041;eur;;;;;;;;;
2015118;SAMEDI  ;03/10/2015;03/12/2015;27;18;8;37;20;4;8-18-20-27-37+4;2;3500000;2;161451;696;998,4;30858;9,7;438541;4,9;607047;2;303068;eur;;;;;;;;;
2015117;MERCREDI;30/09/2015;30/11/2015;16;18;15;35;26;7;15-16-18-26-35+7;0;0;5;46157,9;345;1439,7;18168;11,8;282313;5,4;672346;2;93973;eur;;;;;;;;;
2015116;LUNDI   ;28/09/2015;28/11/2015;23;39;37;36;49;8;23-36-37-39-49+8;0;0;1;172843,8;249;1493,9;11792;13,6;179884;6,4;318479;2;110342;eur;;;;;;;;;
2015115;SAMEDI  ;26/09/2015;26/11/2015;14;13;4;24;21;1;4-13-14-21-24+1;0;0;6;49874,7;964;668;39770;7;479316;4,1;452736;2;2377764;eur;;;;;;;;;
2015114;MERCREDI;23/09/2015;23/11/2015;35;49;18;20;31;3;18-20-31-35-49+3;0;0;1;217841,8;310;1512,3;15368;13,2;249269;5,8;409125;2;7466033;eur;;;;;;;;;
2015113;LUNDI   ;21/09/2015;21/11/2015;42;47;28;27;12;5;12-27-28-42-47+5;0;0;1;164997,7;328;1082,6;15038;10,2;222960;4,9;372132;2;7641225;eur;;;;;;;;;
2015112;SAMEDI  ;19/09/2015;19/11/2015;2;25;43;16;33;9;2-16-25-33-43+9;1;16000000;1;358187,9;637;1210,1;28106;11,8;421124;5,6;630736;2;1066204;eur;;;;;;;;;
2015111;MERCREDI;16/09/2015;16/11/2015;7;34;42;11;17;6;7-11-17-34-42+6;0;0;4;66301,6;685;833,2;29003;8,5;385109;4,5;539949;2;966820;eur;;;;;;;;;
2015110;LUNDI   ;14/09/2015;14/11/2015;3;43;48;37;49;2;3-37-43-48-49+2;0;0;1;209619,4;255;1769,1;14872;13,1;226857;6,1;324151;2;8689015;eur;;;;;;;;;
2015109;SAMEDI  ;12/09/2015;12/11/2015;41;1;30;38;31;10;1-30-31-38-41+10;0;0;4;86897,3;532;1406,1;22726;14,2;373319;6,2;504475;2;7958545;eur;;;;;;;;;
2015108;MERCREDI;09/09/2015;09/11/2015;3;19;10;44;41;7;3-10-19-41-44+7;0;0;1;256412,6;520;1061,2;23917;10;344448;4,9;733071;2;6061653;eur;;;;;;;;;
2015107;LUNDI   ;07/09/2015;07/11/2015;5;19;21;32;29;3;5-19-21-29-32+3;0;0;0;0;440;1447,2;20395;9,2;279728;4,8;378661;2;6863101;eur;;;;;;;;;
2015106;SAMEDI  ;05/09/2015;05/11/2015;24;45;14;25;42;9;14-24-25-42-45+9;0;0;1;372611,8;574;1397;29827;11,6;462444;5,3;646551;2;5791191;eur;;;;;;;;;
2015105;MERCREDI;02/09/2015;02/11/2015;29;6;9;17;28;2;6-9-17-28-29+2;0;0;4;57257,3;770;640,1;29343;7,2;360122;4,2;350486;2;6722328;eur;;;;;;;;;
2015104;LUNDI   ;31/08/2015;31/10/2015;12;41;38;1;31;4;1-12-31-38-41+4;0;0;0;0;292;1841,7;13776;11,5;208793;5,4;311407;2;7322067;eur;;;;;;;;;
2015103;SAMEDI  ;29/08/2015;29/10/2015;43;40;2;38;23;8;2-23-38-40-43+8;0;0;1;290926,3;410;1527,1;19766;13,7;310738;6,2;523205;2;5892466;eur;;;;;;;;;
2015102;MERCREDI;26/08/2015;26/10/2015;44;26;41;15;37;8;15-26-37-41-44+8;0;0;5;42111,8;333;1360,8;15144;12,9;223996;6,2;379846;2;6905704;eur;;;;;;;;;
2015101;LUNDI   ;24/08/2015;24/10/2015;6;5;17;42;30;1;5-6-17-30-42+1;0;0;0;0;372;1328;15490;9,4;217089;4,8;234998;2;248142;eur;;;;;;;;;
2015100;SAMEDI  ;22/08/2015;22/10/2015;19;4;20;29;49;9;4-19-20-29-49+9;1;7000000;4;73727,9;756;839,5;33070;8,3;420816;4,6;504455;2;3347730;eur;;;;;;;;;
2015099;MERCREDI;19/08/2015;19/10/2015;21;6;45;34;38;4;6-21-34-38-45+4;0;0;1;219506,1;357;1323,2;16091;12,7;241375;6;394338;2;7060223;eur;;;;;;;;;
2015098;LUNDI   ;17/08/2015;17/10/2015;29;9;26;36;42;1;9-26-29-36-42+1;0;0;2;84161,1;285;1271;13867;11,3;204042;5,4;252634;2;4960467;eur;;;;;;;;;
2015097;SAMEDI  ;15/08/2015;15/10/2015;49;13;6;25;47;4;6-13-25-47-49+4;0;0;4;66945,9;726;793,8;29387;8,5;381936;4,6;485256;2;4081996;eur;;;;;;;;;
2015096;MERCREDI;12/08/2015;12/10/2015;15;43;1;24;8;2;1-8-15-24-43+2;0;0;3;69588,9;511;879,2;21435;9;292518;4,7;316942;2;8396701;eur;;;;;;;;;
2015095;LUNDI   ;10/08/2015;10/10/2015;37;44;14;12;28;5;12-14-28-37-44+5;0;0;2;79311,8;267;1278,5;13940;10,6;203195;5,2;346757;2;6892744;eur;;;;;;;;;
2015094;SAMEDI  ;08/08/2015;08/10/2015;12;8;11;35;33;9;8-11-12-33-35+9;1;3000000;0;0;507;1765,8;26219;10,1;405452;4,6;482936;2;4046606;eur;;;;;;;;;
2015093;MERCREDI;05/08/2015;05/10/2015;34;10;22;36;9;4;9-10-22-34-36+4;0;0;3;69332,8;339;1320,4;17001;11,4;267633;5,1;373446;2;5879982;eur;;;;;;;;;
2015092;LUNDI   ;03/08/2015;03/10/2015;48;10;49;1;39;1;1-10-39-48-49+1;1;5000000;0;0;318;1647,6;14315;10,8;203981;5,4;248370;2;2565192;eur;;;;;;;;;
2015091;SAMEDI  ;01/08/2015;01/10/2015;9;31;24;34;23;9;9-23-24-31-34+9;0;0;0;0;469;1966,9;24983;10,9;381618;5,1;497920;2;7353742;eur;;;;;;;;;
2015090;MERCREDI;29/07/2015;28/09/2015;22;2;3;42;36;9;2-3-22-36-42+9;0;0;0;0;302;2192,9;16716;11,7;250523;5,5;366973;2;7397697;eur;;;;;;;;;
